time_s,Cmax,Cmean,Csurface,Tcenter,Tsurface
0.0,2.55,2.550000000000002,2.55,28.0,28.0
10.0,2.55,2.548029628949578,2.4495043131701877,28.0,28.005753249870587
20.0,2.55,2.54610290698646,2.4091864920209387,28.0,28.016028756472803
30.0,2.55,2.544204003354216,2.3787547757760925,28.00000000000229,28.02911272231733
40.0,2.55,2.542327276357641,2.3534344837384227,28.00000000065441,28.044398399294742
50.0,2.55,2.5404694691788428,2.331377110951849,28.00000002291964,28.061537418421107
60.0,2.55,2.538628386799655,2.3116350531294896,28.000000269372357,28.080297054669458
70.0,2.55,2.5368024273181025,2.29364610363712,28.00000166402185,28.101986402060977
80.0,2.55,2.5349903523663007,2.277043685980035,28.000006810880034,28.126158926490525
90.0,2.55,2.5331911602138537,2.2615731357053446,28.000021060149326,28.152268046843048
100.0,2.55,2.531404023159716,2.2470492080975153,28.000053328115325,28.180070780969608
110.0,2.55,2.5296282424072403,2.2333321768569707,28.00011645628564,28.20940500574948
120.0,2.55,2.527863217604949,2.2203134632593544,28.000227171545678,28.240146351665715
130.0,2.55,2.526108423220037,2.207906562424571,28.000405799539166,28.27032866504868
140.0,2.55,2.5243633960683676,2.1960415808790104,28.00067590360446,28.300266537346086
150.0,2.55,2.5226277263026304,2.1846609462471442,28.001063869830908,28.33045100025786
160.0,2.55,2.520901046252119,2.173716548382013,28.001598438531122,28.3610203521376
170.0,2.55,2.5191830236611907,2.163167708922606,28.002310163857324,28.392035324167356
180.0,2.55,2.517473356370848,2.152979665313131,28.003230799536457,28.423525656020445
190.0,2.55,2.515771770621555,2.1431226057665116,28.004392558155683,28.45399154120923
200.0,2.55,2.514078014948127,2.1335704142661296,28.00582727575494,28.483761952467304
210.0,2.55,2.512391854800699,2.124300187146479,28.007565612122786,28.51328809130419
220.0,2.55,2.5107130728429445,2.1152917566497176,28.00963639434182,28.542727167166856
230.0,2.55,2.5090414669385432,2.1065272375868163,28.01206619297035,28.57216552497786
240.0,2.55,2.5073768484696517,2.0979906780632542,28.014879061254838,28.601662059678315
250.0,2.55,2.5057190337164994,2.0896672699353536,28.018096358827677,28.636084105152275
260.0,2.5500000000000003,2.504067850079648,2.081544229814654,28.021736577316524,28.67443206535164
270.0,2.5500000000000007,2.5024231419251537,2.0736100600014002,28.02581520604029,28.715282877220627
