time_s,Cmax,Cmean,Csurface,Tcenter,Tsurface
0.0,2.55,2.550000000000002,2.55,28.0,28.0
60.0,2.55,2.5385784644909113,2.3270879411369045,28.000000030598343,28.058072199521053
120.0,2.55,2.527723161402871,2.242098797608177,28.000060655892796,28.176586743735726
180.0,2.55,2.517216223815445,2.179840470366469,28.00116104988995,28.31569739101019
240.0,2.55,2.506979932202726,2.12928926964568,28.006262246386747,28.453697516609296
300.0,2.55,2.4969691719750684,2.086359096239733,28.01907046042437,28.644875741506503
360.0,2.55,2.4871526039061793,2.048877827637715,28.042170210686713,28.842611691905716
420.0,2.55,2.47750789394772,2.015465151749937,28.07729813222834,29.04950836489405
480.0,2.55,2.4680178114793163,1.9852279476275174,28.12620934157146,29.24406387576362
540.0,2.5499999999999985,2.458668779340463,1.9576444586769555,28.18977033894815,29.466384997744253
600.0,2.5499999999999594,2.449448962894092,1.932335891422044,28.267807339449487,29.699046060680992
660.0,2.5499999999993452,2.440347960788526,1.9089949177971284,28.359640398408196,29.96123042520489
720.0,2.549999999993205,2.431356683184308,1.8873240668920508,28.465037096135845,30.215838993532998
780.0,2.549999999950183,2.4224680401431016,1.8670923992678057,28.58411145563462,30.481558935052984
840.0,2.549999999722409,2.4136759023238445,1.8481261518963785,28.71700390966987,30.73787954215595
900.0,2.5499999987586053,2.4049747620805753,1.8302431367858558,28.863269190415465,30.992728992381657
960.0,2.5499999953605825,2.396358744458029,1.813410948570548,29.022094734619124,31.272418880891152
1020.0,2.549999985047573,2.38782293990514,1.7974932385172129,29.1922485478677,31.536005930905514
1080.0,2.54999995742044,2.379363995040179,1.7824881551612177,29.37278465385031,31.83938301364269
1140.0,2.5499998907879804,2.370977199719505,1.7683103841057488,29.563135931096394,32.13512480512958
1200.0,2.5499997437853077,2.3626591383392634,1.754839743480389,29.762893745103003,32.43392110156074
1260.0,2.549999443294219,2.3544064805072975,1.7419722391005545,29.972216877703534,32.7159055116346
1320.0,2.5499988681434127,2.346215835310049,1.7297400047510965,30.190820828486096,33.030822321991295
1380.0,2.549997828376967,2.338084899644831,1.7181358965477553,30.41790623136118,33.341382496184934
1440.0,2.549996040190658,2.3300106717414826,1.7069991886073506,30.65271034790851,33.641793654551314
1500.0,2.5499930969465847,2.3219905771020466,1.6962515626272328,30.895126561162705,33.91568772395091
1560.0,2.5499884368381673,2.3140231928233588,1.6859271892186511,31.144652221073095,34.21080495130153
1620.0,2.5499813085016645,2.306106263252788,1.6760033421766565,31.399993813466814,34.49027318462505
1680.0,2.5499707359372605,2.2982381161848355,1.6664405395593669,31.659727253759858,34.77889976932202
1740.0,2.5499554839086405,2.2904168062137407,1.657328962811095,31.923035887707382,35.0977966172986
1800.0,2.5499340251668436,2.2826403183971533,1.6486190394064932,32.189244017174275,35.41302126829571
1860.0,2.5499045104313387,2.2749068292347268,1.640245626913026,32.458498655170644,35.73063502824942
1920.0,2.549864740907844,2.267215182455638,1.6321087901857125,32.73154702809133,36.00839046394285
1980.0,2.549812144657527,2.259564600385061,1.6241813918395906,33.00870593957861,36.290275196569496
2040.0,2.5497437594978076,2.251953157469748,1.6165277935402007,33.28934313848489,36.582435973261006
2100.0,2.5496562256518116,2.244379472771185,1.6090922252598376,33.57197518995391,36.858025807496276
2160.0,2.549545785527513,2.236842994747306,1.6018534251626297,33.85571085082163,37.131019125233976
2220.0,2.549408288440525,2.229342969893429,1.5948769220598622,34.14006717385984,37.4248473940085
2280.0,2.549239203901226,2.221877983907506,1.5881043841941456,34.424402485323235,37.700319814730406
2340.0,2.549033641930496,2.2144461528971373,1.5815268326323602,34.70853983312727,37.99581156218298
2400.0,2.5487863740574976,2.2070465127340166,1.5751458357917094,34.99266798833035,38.272419594993835
2460.0,2.548491861494328,2.1996789819690807,1.5689506590304236,35.276853470142214,38.56424976583418
2520.0,2.5481442863836024,2.19234243786261,1.5629303486787436,35.56125939662956,38.84172349970929
2580.0,2.547737589141676,2.1850365182786455,1.5569919258911666,35.84581617743055,39.09010323292826
2640.0,2.5472655080802418,2.177760588354941,1.5512074098408044,36.130496058970095,39.36919378557542
2700.0,2.5467216294320143,2.1705130616782915,1.5455915597065801,36.414549536707696,39.641566320219965
2760.0,2.5460994522132934,2.163293814765229,1.5400425434492182,36.69725233528478,39.880408375511465
2820.0,2.545392427049621,2.1561030527986738,1.5345540473360564,36.97877676953639,40.114306918384074
2880.0,2.544593998144922,2.148939566379076,1.529202701291175,37.25874146063448,40.374004925053995
2940.0,2.543697684747423,2.141803221620682,1.5239422533170193,37.536055265144135,40.59647686395891
3000.0,2.542697146087545,2.134693467737388,1.5187100085980094,37.81031876093719,40.821109822620116
3060.0,2.541586206211243,2.1276101046645017,1.5135737475713311,38.08152453264295,41.03756446470909
3120.0,2.5403589162629783,2.1205525365485927,1.5085780186924593,38.34903817540109,41.29912754465876
3180.0,2.539009618634768,2.113519758603398,1.5037354618322234,38.612470320107285,41.54209863295147
3240.0,2.537532962012797,2.1065121860412885,1.4989474357292778,38.87235606181646,41.77331718121511
3300.0,2.5359238559177073,2.0995288423102645,1.4942318302740485,39.130001704540334,42.00293283265384
3360.0,2.534177480954796,2.092569190926175,1.4895393371977592,39.38578932911983,42.20650466273578
3420.0,2.5322893614365523,2.0856330274759194,1.4848830285226726,39.63951305101773,42.414948436267615
3480.0,2.530255419792525,2.078720129932066,1.4802437981301992,39.89059089253435,42.59687380149388
3540.0,2.5280720438414215,2.07183066126124,1.4756181599460623,40.13818692830279,42.77888475326912
3600.0,2.52573612256649,2.064963789028551,1.4710942110468783,40.38156663613868,42.99760832733186
3660.0,2.5232450871369076,2.0581192043522587,1.466657574511855,40.61993807544147,43.19480045856854
3720.0,2.5205968855592227,2.05129732749337,1.46225061460628,40.8536113596298,43.38832437890842
3780.0,2.5177898460740873,2.044497804102178,1.457918241973951,41.083617789316314,43.58943520939395
3840.0,2.5148226633366044,2.0377199303921607,1.4536137841828012,41.31028152059209,43.773882812038714
3900.0,2.5116944378442065,2.030963194387602,1.449315677316715,41.53381788148583,43.94731115369354
3960.0,2.508404656978234,2.024228151234226,1.445049040623777,41.754356002919856,44.11906791904119
4020.0,2.504953231107965,2.01751436173948,1.4407772594524477,41.97150923803544,44.272563828757534
4080.0,2.501340542285431,2.0108215036159467,1.436480021711945,42.18479488186106,44.409784927264916
4140.0,2.497567442689729,2.0041502925903183,1.4322426855506774,42.39370394365561,44.577011318310774
4200.0,2.4936352891653666,1.9975004091562956,1.4280470705473058,42.597451500556176,44.726979525784095
4260.0,2.4895459325813243,1.9908712125996502,1.4238682542584333,42.795866853437516,44.88378419134104
